Bacteria	ko_id	count
Agathobacter ruminis	K16921	0.0022573728565069796
Clostridium aminophilim	K00700	0.0022570877399903377
Megasphera elasdenii	K02519	0.0022502842841569063
Agathobacter ruminis	K12132	0.002249974874958053
Pseudobutyrivibrio sp	K19294	0.002248882155528252
Clostridium cadaveris	K02879	0.0022463677070426466
Clostridium aminophilim	K07124	0.0022450912499527094
Acidaminococcus fermentans	K06207	0.0022408762028121314
Ruminococcus flavefaciens	K01207	0.0022374023962141746
Prevotella ruminicola	K00648	0.002234898868845571
Prevotella ruminicola	K01191	0.0022346262682593197
Clostridium cadaveris	K19005	0.0022338730689798678
Bacteroides cellulosyliticus	K01937	0.002232833176551901
Megasphera elasdenii	K02965	0.002232608177378753
Ruminococcus flavefaciens	K18682	0.0022307520710575166
Bacteroides cellulosyliticus	K18682	0.002223111323951965
Bacteroides cellulosyliticus	K02948	0.0022229301580943533
Clostridium aminophilim	K02864	0.002221396715363858
Clostridium aminophilim	K01610	0.002219606916172891
Fusobacterium necrophorum	K02338	0.002217568841555267
Clostridium cadaveris	K01667	0.0022148873908292193
Acidaminococcus fermentans	K01892	0.002214840381545484
Prevotella ruminicola	K01200	0.002214402712266793
Mix cultures	K03695	0.002213869253655517
Fusobacterium necrophorum	K09800	0.002211535351505826
Clostridium aminophilim	K01915	0.0022106265751436877
Ruminococcus flavefaciens	K06416	0.0022099297047700047
Pseudobutyrivibrio sp	K04759	0.002205077242376091
Clostridium cadaveris	K02867	0.0022049792512469995
Clostridium aminophilim	K01139	0.0022034228841417668
Megasphera elasdenii	K07483	0.002199334338512693
Butyrivibrio proteoclasticus	K10112	0.002197066291588212
Mix cultures	K00925	0.002195745926440968
Bacteroides uniformis	K01875	0.002193293749312263
Megasphera elasdenii	K11749	0.002192980360063779
Mix cultures	K00975	0.002192336974003387
Bacteroides cellulosyliticus	K02931	0.0021906809783111126
Acidaminococcus fermentans	K02343	0.002189718972903144
Megasphera elasdenii	K00606	0.0021885272250210036
Bacteroides cellulosyliticus	K07078	0.002182565501076551
Fusobacterium necrophorum	K15125	0.002181026097289581
Butyrivibrio proteoclasticus	K02469	0.0021797403465230363
Bacteroides cellulosyliticus	K01006	0.0021742434811614546
Bacteroides cellulosyliticus	K01951	0.0021736692374531635
Fusobacterium necrophorum	K12574	0.002170900872724029
Fusobacterium necrophorum	K03284	0.0021672451760915124
Ruminococcus gnavus	K03043	0.002164952318089111
Mix cultures	K19824	0.0021643328701845357
Ruminococcus flavefaciens	K02886	0.002156984904754778
Mix cultures	K21573	0.0021562441048449195
Clostridium aminophilim	K00048	0.002152680223285979
Bacteroides cellulosyliticus	K00652	0.002151580485593444
Mix cultures	K01951	0.0021500105795640005
Bacteroides cellulosyliticus	K02959	0.0021470571862088512
Pseudobutyrivibrio sp	K02112	0.002146383257693209
Fusobacterium necrophorum	K09975	0.0021442126755980354
Pseudobutyrivibrio sp	K04567	0.0021437580288647547
Butyrivibrio proteoclasticus	K00962	0.002142855518365192
Ruminococcus flavefaciens	K02784	0.002137927794090471
Prevotella ruminicola	K01937	0.002137120446064517
Mix cultures	K09117	0.002134874571237076
Agathobacter ruminis	K23537	0.0021346682578574526
Butyrivibrio proteoclasticus	K03696	0.002133014050762538
Acidaminococcus fermentans	K02935	0.0021313461961041664
Bacteroides uniformis	K01338	0.0021312216018873655
Mix cultures	K02992	0.002130398952930371
Agathobacter ruminis	K07316	0.002128583352937665
Clostridium cadaveris	K23774	0.002125854674461489
Clostridium aminophilim	K07137	0.0021250763493208618
Agathobacter ruminis	K03696	0.002124709087298471
Bacteroides cellulosyliticus	K02916	0.0021246994325091035
Mix cultures	K00986	0.002124608874429066
Acidaminococcus fermentans	K06015	0.0021235154989032784
Mix cultures	K02108	0.0021178194496153996
Butyrivibrio proteoclasticus	K02115	0.002117672939499578
Clostridium aminophilim	K02887	0.002117362003865936
Fusobacterium necrophorum	K02886	0.002113588968243823
Bacteroides uniformis	K01890	0.0021091123510261637
Clostridium aminophilim	K02407	0.0021086497519296277
Bacteroides cellulosyliticus	K02933	0.0021084459470214205
Ruminococcus gnavus	K04072	0.0021050556152225138
Butyrivibrio proteoclasticus	K03695	0.002104874896545707
Megasphera elasdenii	K16950	0.0021048027149559866
Agathobacter ruminis	K07079	0.0021033590343500345
Butyrivibrio proteoclasticus	K00688	0.002102848712039278
Prevotella ruminicola	K02945	0.0021020401581212885
Acidaminococcus fermentans	K08384	0.002099607765198656
Butyrivibrio proteoclasticus	K02035	0.002095757066266778
Clostridium aminophilim	K03169	0.002093972359895415
Ruminococcus flavefaciens	K00826	0.0020936251784819367
Butyrivibrio proteoclasticus	K00626	0.0020929038676760926
Clostridium aminophilim	K22132	0.002092864215462474
Fusobacterium necrophorum	K02478	0.0020927921967712946
Butyrivibrio proteoclasticus	K10546	0.00209257306204239
Pseudobutyrivibrio sp	K03544	0.0020904103131098926
Prevotella ruminicola	K01868	0.002089602756373568
Agathobacter ruminis	K06320	0.0020893258333642287
Fusobacterium necrophorum	K04085	0.002089163884593573
Clostridium cadaveris	K02864	0.0020890917875747168
Clostridium aminophilim	K06213	0.0020857032643858764
Butyrivibrio proteoclasticus	K03413	0.002083413881059248
Megasphera elasdenii	K00099	0.0020830151571663005
Fusobacterium necrophorum	K02913	0.0020820326880263843
Agathobacter ruminis	K04567	0.0020800857931982213
Fusobacterium necrophorum	K14155	0.0020788449557317193
Bacteroides cellulosyliticus	K07133	0.0020772077964992114
Mix cultures	K03040	0.0020749466385678946
Clostridium cadaveris	K23999	0.002068882305058497
Mix cultures	K02884	0.0020668693787834177
Clostridium cadaveris	K01565	0.0020668131274910375
Butyrivibrio proteoclasticus	K12574	0.0020663980662756682
Clostridium aminophilim	K01534	0.0020658346025352065
Clostridium aminophilim	K02933	0.0020645429909530574
Megasphera elasdenii	K02994	0.00206351453422562
Bacteroides uniformis	K03624	0.0020585012038182894
Clostridium aminophilim	K07717	0.0020575109825756565
Bacteroides cellulosyliticus	K01425	0.0020561017518393905
Clostridium aminophilim	K03734	0.00205444583991795
Ruminococcus gnavus	K04759	0.002054363528163923
Mix cultures	K03705	0.0020543399366924997
Fusobacterium necrophorum	K06168	0.0020540147490974423
Fusobacterium necrophorum	K00088	0.002052005770785028
Clostridium aminophilim	K03628	0.0020515242934987313
Ruminococcus gnavus	K02358	0.002051428723123689
Mix cultures	K02864	0.0020512585444757325
Pseudobutyrivibrio sp	K02390	0.0020508210958866363
Mix cultures	K02115	0.002049925466532522
Megasphera elasdenii	K00088	0.0020477684327518692
Clostridium aminophilim	K02888	0.002044794297762345
Ruminococcus gnavus	K13993	0.0020419573068574787
Clostridium cadaveris	K10793	0.0020410293816354183
Megasphera elasdenii	K02598	0.0020385680967666357
Bacteroides cellulosyliticus	K01886	0.0020355623152130647
Acidaminococcus fermentans	K03500	0.00203330453709432
Clostridium cadaveris	K02601	0.0020329967226394505
Agathobacter ruminis	K02108	0.0020325903135075163
Acidaminococcus fermentans	K23876	0.0020320077337362113
Pseudobutyrivibrio sp	K25232	0.002031467219122121
Clostridium aminophilim	K03217	0.0020303509631773137
Butyrivibrio proteoclasticus	K18889	0.002029141081779908
Bacteroides cellulosyliticus	K00971	0.00202743423871198
Clostridium cadaveris	K06902	0.002026114558833069
Mix cultures	K18332	0.0020231015444104362
Mix cultures	K02967	0.0020191426255255223
Ruminococcus flavefaciens	K14415	0.0020174044430798037
Bacteroides uniformis	K01686	0.002013985472848837
Clostridium cadaveris	K01585	0.0020128582413269443
Prevotella ruminicola	K01991	0.0020121330772682445
Clostridium cadaveris	K01750	0.0020112707100668637
Fusobacterium necrophorum	K02933	0.002009757019972823
Acidaminococcus fermentans	K02357	0.0020091307924444447
Megasphera elasdenii	K07391	0.002008973823783209
Agathobacter ruminis	K03531	0.002007283067463178
Megasphera elasdenii	K01091	0.0020070580317034423
Clostridium aminophilim	K00764	0.0020065896287022322
Acidaminococcus fermentans	K02342	0.002006437431623757
Pseudobutyrivibrio sp	K01153	0.002005598175922026
Agathobacter ruminis	K23535	0.0020036093146000486
Acidaminococcus fermentans	K03466	0.0020031954232284845
Mix cultures	K03076	0.002001676731466985
Fusobacterium necrophorum	K06142	0.002000527285636148
Megasphera elasdenii	K01952	0.0019974908380503476
Ruminococcus flavefaciens	K02078	0.001997171171891684
Fusobacterium necrophorum	K16568	0.0019959497921036603
Clostridium cadaveris	K01992	0.0019950627318180594
Fusobacterium necrophorum	K07037	0.0019929635013430347
Clostridium aminophilim	K01875	0.001992710633038684
Bacteroides uniformis	K00962	0.0019908730486787787
Fusobacterium necrophorum	K02031	0.0019908133236732233
Agathobacter ruminis	K02409	0.0019868642228835606
Clostridium aminophilim	K23351	0.0019846305265163715
Bacteroides cellulosyliticus	K01265	0.0019841478129431506
Bacteroides cellulosyliticus	K01284	0.0019792297350819726
Mix cultures	K02469	0.001978060111968632
Butyrivibrio proteoclasticus	K02879	0.001971622252219861
Ruminococcus flavefaciens	K02864	0.0019699702591999746
Bacteroides cellulosyliticus	K05606	0.0019699521597032555
Megasphera elasdenii	K09014	0.0019696644542858714
Pseudobutyrivibrio sp	K00688	0.001969534813475671
Bacteroides uniformis	K03046	0.001969023605016102
Fusobacterium necrophorum	K05799	0.0019687833223410774
Bacteroides cellulosyliticus	K03771	0.0019673492435480634
Mix cultures	K03415	0.001967323621925838
Bacteroides uniformis	K18954	0.001966824889165802
Clostridium aminophilim	K03310	0.0019654996157412114
Fusobacterium necrophorum	K07097	0.0019647931616031972
Clostridium cadaveris	K01449	0.00196402649526067
Bacteroides cellulosyliticus	K03977	0.001963587477357048
Agathobacter ruminis	K02115	0.0019617030784215596
Clostridium aminophilim	K02994	0.001960970946865141
Bacteroides cellulosyliticus	K07118	0.0019599827150980466
Acidaminococcus fermentans	K04043	0.0019579901882195356
Prevotella ruminicola	K01209	0.0019575788849446807
Acidaminococcus fermentans	K03327	0.001957541294749421
Ruminococcus flavefaciens	K01406	0.0019574830875204994
Butyrivibrio proteoclasticus	K10773	0.0019567773494074546
Bacteroides cellulosyliticus	K02992	0.0019566443911670155
Pseudobutyrivibrio sp	K03324	0.0019563895070791788
Bacteroides cellulosyliticus	K00278	0.0019563858216650946
Megasphera elasdenii	K16951	0.0019538001917902186
Pseudobutyrivibrio sp	K00975	0.0019537067914880578
Mix cultures	K02906	0.0019533686905773852
Clostridium aminophilim	K12132	0.0019530137950756962
Fusobacterium necrophorum	K01914	0.0019529217905100691
Ruminococcus gnavus	K00656	0.0019527125535885395
Clostridium aminophilim	K02035	0.0019498404434995006
Clostridium cadaveris	K02004	0.0019479117227483036
Fusobacterium necrophorum	K06215	0.0019478644788927736
Clostridium aminophilim	K02968	0.0019465993687431665
Acidaminococcus fermentans	K02982	0.0019442739988549227
Clostridium cadaveris	K01624	0.0019430626052256515
Fusobacterium necrophorum	K17103	0.0019419266216899936
Megasphera elasdenii	K03526	0.0019401317720885809
Prevotella ruminicola	K25026	0.001939229457982632
Megasphera elasdenii	K03070	0.0019389065324377885
Butyrivibrio proteoclasticus	K05349	0.0019380868311032553
Mix cultures	K02926	0.0019363450061736297
Bacteroides cellulosyliticus	K00350	0.0019346019745199547
Bacteroides cellulosyliticus	K00609	0.001933262384925142
Clostridium aminophilim	K04757	0.0019305582595937447
Butyrivibrio proteoclasticus	K19824	0.001930395600119669
Megasphera elasdenii	K02356	0.0019295889263879875
Bacteroides uniformis	K11645	0.001929433122391061
Pseudobutyrivibrio sp	K10546	0.0019259023606115113
Agathobacter ruminis	K23536	0.001923056652578769
Clostridium cadaveris	K18890	0.001921619134932738
Prevotella ruminicola	K07085	0.0019181540251580695
Pseudobutyrivibrio sp	K03215	0.001917835051583926
Agathobacter ruminis	K02313	0.0019162317153361141
Bacteroides uniformis	K06076	0.0019154696185186351
Mix cultures	K02982	0.0019114554910652703
Fusobacterium necrophorum	K01069	0.0019095689667583027
Bacteroides cellulosyliticus	K03775	0.0019074175984870219
Bacteroides cellulosyliticus	K01923	0.0019064648442552957
Acidaminococcus fermentans	K22230	0.0019001161819429077
Pseudobutyrivibrio sp	K02005	0.0018992093404798576
Agathobacter ruminis	K07030	0.0018982730403956471
Fusobacterium necrophorum	K03616	0.0018975501764020761
Agathobacter ruminis	K03686	0.0018935674149186646
Clostridium aminophilim	K07726	0.0018929318600711805
Agathobacter ruminis	K02398	0.0018910073212750978
Bacteroides uniformis	K01834	0.0018905470938523467
Agathobacter ruminis	K01269	0.0018903718130949378
Acidaminococcus fermentans	K01989	0.0018897750064461932
Clostridium aminophilim	K07584	0.0018875665295271307
Bacteroides uniformis	K06142	0.0018842578642446744
Fusobacterium necrophorum	K03274	0.0018817876332302063
Bacteroides cellulosyliticus	K05349	0.0018810670619828409
Fusobacterium necrophorum	K02356	0.0018795982033005527
Agathobacter ruminis	K00703	0.0018787252819907083
Prevotella ruminicola	K01876	0.0018765142856081662
Mix cultures	K07040	0.0018758252336160846
Acidaminococcus fermentans	K00820	0.0018746788853030798
Bacteroides cellulosyliticus	K03217	0.0018737529077968006
Fusobacterium necrophorum	K05515	0.001872513958118115
Agathobacter ruminis	K08303	0.0018724866234188045
Pseudobutyrivibrio sp	K03702	0.0018706575816886419
Fusobacterium necrophorum	K09824	0.0018696522441652554
Acidaminococcus fermentans	K03529	0.001869624677343271
Agathobacter ruminis	K01662	0.0018688988799327464
Agathobacter ruminis	K03218	0.001868484197164699
Clostridium cadaveris	K02011	0.0018624055191670695
Prevotella ruminicola	K02897	0.0018607886392887879
Bacteroides uniformis	K01858	0.0018592265709404614
Prevotella ruminicola	K03687	0.0018591189606979978
Megasphera elasdenii	K00975	0.001858927478319873
Bacteroides uniformis	K17686	0.0018586429469974021
Fusobacterium necrophorum	K02887	0.0018572877882501659
Megasphera elasdenii	K13038	0.0018572680058618154
Megasphera elasdenii	K03657	0.0018546238441903354
Bacteroides cellulosyliticus	K05592	0.0018521896152119922
Bacteroides cellulosyliticus	K18954	0.001851227088092035
Prevotella ruminicola	K08676	0.0018502764791814676
Butyrivibrio proteoclasticus	K01835	0.0018500098311299265
Acidaminococcus fermentans	K02446	0.0018482772989867095
Megasphera elasdenii	K03498	0.0018472400620212887
Bacteroides uniformis	K03668	0.00184641319897049
Prevotella ruminicola	K03701	0.00184531855601902
Mix cultures	K18843	0.001842538667652991
Megasphera elasdenii	K06142	0.0018419694311087261
Clostridium cadaveris	K02967	0.001841433511770412
Clostridium cadaveris	K01262	0.0018405769628840143
Bacteroides cellulosyliticus	K01531	0.0018389998687775955
Megasphera elasdenii	K04771	0.0018384849192553026
Agathobacter ruminis	K07149	0.0018381648914645755
Mix cultures	K02899	0.0018373601286357333
Mix cultures	K03671	0.0018373116714097237
Mix cultures	K05349	0.001828906909421207
Clostridium aminophilim	K00975	0.001828809805366101
Ruminococcus flavefaciens	K03530	0.0018260595855587734
Ruminococcus flavefaciens	K01867	0.0018254907412941339
Megasphera elasdenii	K09698	0.001825196368472142
Bacteroides cellulosyliticus	K07165	0.0018248126146648007
Agathobacter ruminis	K02950	0.0018245882525799897
Fusobacterium necrophorum	K00700	0.0018235891760039367
Pseudobutyrivibrio sp	K01190	0.00182141058833735
Mix cultures	K02315	0.0018198602463202723
Ruminococcus flavefaciens	K07040	0.0018198450602025795
Clostridium aminophilim	K02863	0.0018190131536336895
Prevotella ruminicola	K02899	0.0018189103742259143
Bacteroides uniformis	K00175	0.001818276695431199
Clostridium aminophilim	K02120	0.0018177559902571236
Mix cultures	K03530	0.0018176520061825498
Agathobacter ruminis	K06959	0.001816481444028976
Clostridium aminophilim	K06901	0.0018158816434721298
Ruminococcus flavefaciens	K09946	0.0018154233156876711
Clostridium cadaveris	K02804	0.0018145692117366098
Megasphera elasdenii	K01966	0.0018130300288537481
Bacteroides uniformis	K01190	0.001812654946330297
Megasphera elasdenii	K00700	0.00181041419483101
Bacteroides uniformis	K01868	0.0018073425408727311
Clostridium aminophilim	K12941	0.0018072789313473758
Pseudobutyrivibrio sp	K18888	0.0018055059173328473
Mix cultures	K07584	0.0018054331043043579
Bacteroides cellulosyliticus	K02113	0.0018037947431410798
Megasphera elasdenii	K02876	0.0018031744544155695
Ruminococcus gnavus	K04043	0.0018019702947037841
Mix cultures	K11717	0.0018019308703008327
Bacteroides cellulosyliticus	K03798	0.0017945622435052281
Agathobacter ruminis	K03701	0.0017930760614066814
Bacteroides cellulosyliticus	K02871	0.0017928264571002298
Butyrivibrio proteoclasticus	K03327	0.0017927597811472629
Agathobacter ruminis	K05515	0.0017894722657926304
Mix cultures	K03593	0.00178804829005533
Acidaminococcus fermentans	K01938	0.0017855153415910557
Clostridium cadaveris	K06421	0.0017835041158200371
Clostridium aminophilim	K00942	0.0017828591868768613
Agathobacter ruminis	K12574	0.0017824559560727414
Bacteroides cellulosyliticus	K02109	0.0017819918165219873
Clostridium cadaveris	K01356	0.0017817148109684647
Acidaminococcus fermentans	K09117	0.0017814919260441026
Bacteroides uniformis	K01876	0.001780923591763538
Bacteroides cellulosyliticus	K02108	0.0017755879786243152
Butyrivibrio proteoclasticus	K00134	0.0017754958621384062
Megasphera elasdenii	K03303	0.0017743806073430414
Bacteroides uniformis	K04759	0.0017732138127383322
Ruminococcus flavefaciens	K14441	0.0017728928308848684
Megasphera elasdenii	K04488	0.0017728812001318011
Megasphera elasdenii	K03686	0.0017727124370896508
Acidaminococcus fermentans	K02864	0.0017713668844404062
Agathobacter ruminis	K00789	0.0017712940949745131
Clostridium cadaveris	K21578	0.0017708425469181812
Clostridium aminophilim	K02950	0.0017689130422570802
Fusobacterium necrophorum	K01783	0.0017674798273450852
Clostridium cadaveris	K03569	0.0017660598689898366
Agathobacter ruminis	K02556	0.0017649155219044527
Ruminococcus flavefaciens	K00700	0.0017648002562760464
Acidaminococcus fermentans	K01271	0.0017644007228115907
Bacteroides uniformis	K03284	0.0017643901744782743
Acidaminococcus fermentans	K01715	0.0017642843430230426
Agathobacter ruminis	K20509	0.0017642169005788085
Butyrivibrio proteoclasticus	K00703	0.0017624083642550454
Bacteroides cellulosyliticus	K02950	0.0017614934989392673
Pseudobutyrivibrio sp	K01006	0.0017611836233166844
Clostridium aminophilim	K02948	0.001760270110151603
Prevotella ruminicola	K02967	0.001759739009472717
Clostridium aminophilim	K03521	0.0017586092784430522
Acidaminococcus fermentans	K00939	0.0017581328399140644
Fusobacterium necrophorum	K02888	0.0017574617441700078
Bacteroides cellulosyliticus	K01163	0.0017555306410134315
Butyrivibrio proteoclasticus	K07814	0.0017550892896093743
Clostridium aminophilim	K01810	0.0017539783975775332
Bacteroides uniformis	K00600	0.001752759053064035
Ruminococcus flavefaciens	K01051	0.0017520315872800282
Clostridium cadaveris	K00027	0.001749670242048997
Acidaminococcus fermentans	K06346	0.0017492214732480855
Clostridium cadaveris	K02968	0.001749044353280843
Clostridium aminophilim	K08483	0.0017478130987953458
Agathobacter ruminis	K02884	0.0017472743325221095
Butyrivibrio proteoclasticus	K20276	0.0017470465776399787
Ruminococcus flavefaciens	K03531	0.0017441344370528102
Bacteroides cellulosyliticus	K12373	0.0017421382594567081
Fusobacterium necrophorum	K07459	0.001741998501236696
Clostridium aminophilim	K18770	0.0017390720127665594
Clostridium cadaveris	K01119	0.0017376393790312736
Mix cultures	K00927	0.0017371386046998835
Megasphera elasdenii	K02956	0.0017364032820280139
Bacteroides uniformis	K03438	0.0017360037943014352
Agathobacter ruminis	K00864	0.0017350878135351277
Clostridium cadaveris	K18012	0.0017322274577539765
Clostridium cadaveris	K01267	0.0017322062726622092
Clostridium aminophilim	K06346	0.0017303468120372476
Agathobacter ruminis	K02356	0.0017286607212074
Agathobacter ruminis	K05833	0.0017277709993091892
Bacteroides cellulosyliticus	K06911	0.0017263951104692435
Acidaminococcus fermentans	K03977	0.001723800802292336
Mix cultures	K03106	0.0017229985151371767
Megasphera elasdenii	K01869	0.0017225194713486704
Fusobacterium necrophorum	K02945	0.001717014376459487
Clostridium cadaveris	K18332	0.0017170113895563235
Mix cultures	K03696	0.001715905604287482
Megasphera elasdenii	K06200	0.0017158707057280342
Ruminococcus flavefaciens	K01740	0.001712662038285156
Acidaminococcus fermentans	K02933	0.0017118136840718681
Agathobacter ruminis	K02519	0.0017102619746407798
Megasphera elasdenii	K01951	0.0017091561771973673
Clostridium aminophilim	K02417	0.001708727996752429
Butyrivibrio proteoclasticus	K07114	0.0017060473544129576
Butyrivibrio proteoclasticus	K02519	0.0017036283382165069
Acidaminococcus fermentans	K01992	0.0017010901178413523
Mix cultures	K04077	0.0017007720247084897
Ruminococcus flavefaciens	K01953	0.0017000815039824306
Butyrivibrio proteoclasticus	K00248	0.0017000308269499906
Fusobacterium necrophorum	K08303	0.0016984264412723657
Acidaminococcus fermentans	K07277	0.0016952212513617058
Bacteroides uniformis	K02520	0.0016947616981846272
Prevotella ruminicola	K03628	0.0016946726570418328
Ruminococcus gnavus	K02004	0.0016943163098188303
Prevotella ruminicola	K07277	0.0016942126435525336
Mix cultures	K00059	0.0016906770876774654
Clostridium aminophilim	K07273	0.0016901216710463397
Bacteroides uniformis	K00820	0.0016890810116463532
Ruminococcus gnavus	K05349	0.0016885800999674636
Bacteroides cellulosyliticus	K03671	0.001687694760972112
Agathobacter ruminis	K03671	0.0016869961591385889
Clostridium aminophilim	K02028	0.0016862889951435168
Bacteroides cellulosyliticus	K00053	0.0016834348209598716
Acidaminococcus fermentans	K02931	0.0016827852396711235
Agathobacter ruminis	K02404	0.0016822337053147458
Fusobacterium necrophorum	K07340	0.0016793094064159893
Mix cultures	K06155	0.00167600689279839
Bacteroides cellulosyliticus	K02520	0.001675155442424409
Fusobacterium necrophorum	K07318	0.0016746242135447626
Bacteroides uniformis	K02863	0.001674565290994003
Clostridium aminophilim	K00575	0.0016714001755950847
Pseudobutyrivibrio sp	K02407	0.0016704695118283518
Prevotella ruminicola	K14445	0.001668213362638805
Bacteroides uniformis	K03040	0.0016679616350561708
Mix cultures	K10546	0.0016676286917593657
Fusobacterium necrophorum	K14441	0.0016665356588367348
Clostridium cadaveris	K23536	0.0016656554389210456
Mix cultures	K07277	0.0016640431295062447
Ruminococcus flavefaciens	K03076	0.0016639850641967343
Bacteroides cellulosyliticus	K02897	0.0016639468183269291
Megasphera elasdenii	K00703	0.0016634492560890141
Fusobacterium necrophorum	K03555	0.0016624278878354395
Bacteroides uniformis	K02357	0.0016616139200061556
Pseudobutyrivibrio sp	K03545	0.00166092670922565
Fusobacterium necrophorum	K01918	0.0016579021144903787
Acidaminococcus fermentans	K01937	0.0016566496643000061
Ruminococcus flavefaciens	K12132	0.0016559747027733115
Fusobacterium necrophorum	K08276	0.001655104399962146
Bacteroides uniformis	K00895	0.001654874694276618
Agathobacter ruminis	K03111	0.0016503140151072201
Butyrivibrio proteoclasticus	K03544	0.0016478048875291857
Ruminococcus gnavus	K01610	0.0016474928294041853
Agathobacter ruminis	K07258	0.0016438487601450396
Acidaminococcus fermentans	K01952	0.0016435818766144473
Pseudobutyrivibrio sp	K02770	0.0016410171270886881
Clostridium cadaveris	K00266	0.0016397454415356997
Clostridium aminophilim	K10439	0.0016391590995486244
Fusobacterium necrophorum	K15270	0.0016371756426352799
Agathobacter ruminis	K06933	0.0016363644140931705
Megasphera elasdenii	K01915	0.0016362367156084524
Megasphera elasdenii	K01520	0.0016342672525580311
Pseudobutyrivibrio sp	K07407	0.0016342336890939966
Clostridium aminophilim	K03412	0.001633980296576354
Fusobacterium necrophorum	K10094	0.0016312957917546387
Bacteroides cellulosyliticus	K00349	0.0016277069483802212
Ruminococcus flavefaciens	K02356	0.0016275326272861814
Clostridium aminophilim	K06207	0.0016274203778510812
Agathobacter ruminis	K00973	0.0016261454775103137
Acidaminococcus fermentans	K00074	0.0016245620940288506
Bacteroides cellulosyliticus	K01834	0.0016232168992131835
Clostridium cadaveris	K03312	0.0016221096045251299
Clostridium aminophilim	K23876	0.0016214621152674782
Agathobacter ruminis	K03628	0.0016194801026346325
Fusobacterium necrophorum	K03281	0.0016194216890263076
Butyrivibrio proteoclasticus	K03615	0.0016193556030307584
Mix cultures	K09800	0.0016172892776447677
Prevotella ruminicola	K03686	0.0016160614629815815
Mix cultures	K02396	0.0016158230940542593
Ruminococcus flavefaciens	K06933	0.001615616913042535
Mix cultures	K02946	0.0016154243680960737
Agathobacter ruminis	K01989	0.0016135388289117212
Acidaminococcus fermentans	K07040	0.0016117270659203886
Fusobacterium necrophorum	K00925	0.0016116433570362045
Mix cultures	K02357	0.001610774736514563
Fusobacterium necrophorum	K03628	0.0016090227242546423
Agathobacter ruminis	K03412	0.001608592934332909
Bacteroides cellulosyliticus	K02888	0.0016085376097643286
Bacteroides cellulosyliticus	K01925	0.001606730339906421
Bacteroides uniformis	K01870	0.0016056562855605483
Acidaminococcus fermentans	K02926	0.001604711027239338
Pseudobutyrivibrio sp	K02417	0.0016043597347614425
Agathobacter ruminis	K07175	0.0016016184662094998
Agathobacter ruminis	K06207	0.0016011721020369055
Megasphera elasdenii	K02588	0.0016011043478165246
Acidaminococcus fermentans	K09800	0.0016007707401127762
Butyrivibrio proteoclasticus	K16710	0.001599858745994409
Clostridium aminophilim	K03500	0.0015994432910803706
Mix cultures	K02935	0.0015989207589029997
Fusobacterium necrophorum	K03427	0.0015986298328725666
Butyrivibrio proteoclasticus	K03569	0.0015973983790937456
Agathobacter ruminis	K16923	0.0015962393286124937
Acidaminococcus fermentans	K06213	0.0015954671468917927
Clostridium aminophilim	K04069	0.001594921508681315
Acidaminococcus fermentans	K00969	0.0015944862315311718
Fusobacterium necrophorum	K02968	0.0015941997586031774
Bacteroides cellulosyliticus	K04567	0.0015937159579981542
Clostridium aminophilim	K07315	0.0015931941180609426
Fusobacterium necrophorum	K02784	0.0015913609011637415
Prevotella ruminicola	K01278	0.0015896873562617573
Megasphera elasdenii	K01885	0.0015876555053934397
Ruminococcus gnavus	K03327	0.0015863955244756736
Bacteroides cellulosyliticus	K01992	0.0015853655817383632
Fusobacterium necrophorum	K00868	0.0015835058890763046
Butyrivibrio proteoclasticus	K05988	0.0015801551354369954
Clostridium aminophilim	K03427	0.001579888651549305
Clostridium aminophilim	K00074	0.0015790812563561813
Agathobacter ruminis	K01356	0.0015790210411207647
Acidaminococcus fermentans	K25189	0.0015774615310349732
Ruminococcus flavefaciens	K01338	0.0015773583135164782
Mix cultures	K00088	0.0015771792986110837
Butyrivibrio proteoclasticus	K02986	0.0015758753375509672
Acidaminococcus fermentans	K26113	0.0015752336893684786
Acidaminococcus fermentans	K02950	0.0015749676784232254
Fusobacterium necrophorum	K02967	0.0015744623867142353
Bacteroides cellulosyliticus	K01872	0.0015744314682311794
Clostridium cadaveris	K07571	0.001573997811984324
Clostridium cadaveris	K13730	0.0015736604353052907
Bacteroides cellulosyliticus	K03442	0.0015735501825948728
Acidaminococcus fermentans	K00604	0.0015730390990701404
Ruminococcus flavefaciens	K07706	0.0015724444844305808
Mix cultures	K00249	0.0015703550607906055
Mix cultures	K03303	0.0015697753128826486
Bacteroides cellulosyliticus	K00029	0.0015692174996599292
Clostridium aminophilim	K07491	0.0015688154335526852
Prevotella ruminicola	K01785	0.00156873118619368
Bacteroides uniformis	K03327	0.0015686212326689575
Clostridium aminophilim	K18220	0.0015658710747532495
Ruminococcus gnavus	K03292	0.0015658518891940344
Bacteroides cellulosyliticus	K00616	0.001565590097811357
Mix cultures	K01191	0.0015655103631802246
Butyrivibrio proteoclasticus	K03657	0.0015650621283993121
Megasphera elasdenii	K00859	0.001564901290191319
Fusobacterium necrophorum	K06153	0.0015638932926821591
Clostridium aminophilim	K01883	0.0015635276649927652
Fusobacterium necrophorum	K02956	0.0015597519835493776
Fusobacterium necrophorum	K02926	0.0015590418461984361
Mix cultures	K03569	0.0015586317930650969
Pseudobutyrivibrio sp	K01870	0.0015577954570012715
